symbol,date,open,high,low,close,volume,change,changePercent,vwap
MSFT,2021-10-29,324.13,332.0,323.9,331.62,34766000,7.49,2.31,327.9125
MSFT,2021-11-01,331.36,331.49,326.37,329.37,27073200,-1.99,-0.60056,329.6475
MSFT,2021-11-02,330.31,333.45,330.0,333.13,26487109,2.82,0.85374,331.7225
MSFT,2021-11-03,333.9,334.9,330.65,334.0,21500100,0.1,0.02994909,333.3625
MSFT,2021-11-04,332.89,336.54,329.51,336.44,23992202,3.55,1.07,333.845
MSFT,2021-11-05,338.51,338.79,334.42,336.06,22570100,-2.45,-0.72376,336.945
MSFT,2021-11-08,337.3,337.65,334.44,336.99,20897001,-0.31,-0.09190631,336.595
MSFT,2021-11-09,337.11,338.72,334.53,335.95,21307400,-1.16,-0.3441,336.5775
MSFT,2021-11-10,334.57,334.63,329.92,330.8,25500938,-3.77,-1.13,332.48
MSFT,2021-11-11,331.25,333.77,330.51,332.43,16849844,1.18,0.35623,331.99
MSFT,2021-11-12,333.92,337.23,333.79,336.72,23831049,2.8,0.83852,335.415
MSFT,2021-11-15,337.54,337.88,334.03,336.07,16723009,-1.47,-0.4355,336.38
MSFT,2021-11-16,335.68,340.67,335.51,339.51,20886832,3.83,1.14,337.8425
MSFT,2021-11-17,338.94,342.19,338.0,339.12,19053400,0.18,0.05310674,339.5625
MSFT,2021-11-18,338.18,342.45,337.12,341.27,22463533,3.09,0.91371,339.755
MSFT,2021-11-19,342.64,345.1,342.2,343.11,21963403,0.47,0.13717,343.2625
MSFT,2021-11-22,344.62,349.67,339.55,339.83,31031113,-4.79,-1.39,343.4175
MSFT,2021-11-23,337.05,339.45,333.56,337.68,30427600,0.63,0.18692,336.935
MSFT,2021-11-24,336.28,338.16,333.91,337.91,21661307,1.63,0.48472,336.565
MSFT,2021-11-26,334.35,337.93,328.12,329.68,24217242,-4.67,-1.4,332.52
